product_id,product_name,category,brand,price,stock_quantity,created_at
557,Teclado Mecânico 2 Lenovo,Informática,Lenovo,"R$ 2.915,11",-1,17/08/2024
548,Teclado Mecânico 2 Lenovo,Informática,Lenovo,"R$ 4.984,57",,15/12/2024 00:00
148,Máquina de Lavar 65Kg Electrolux,ELETRODOMESTICOS,Electrolux,5440.43,-1,2025-08-06T00:00:00
388,Quadro Decorativo 6 Genérico,DecoraÃ§Ã£o,Genérico,1983.11,-5,2025-04-01
313,Smart TV 6pol LG,Eletrônicos,LG,3767.02,,09/12/2023
258,Smart TV 50pol Multilaser,Eletronicos,Multilaser,"R$ 7.530,76",162,21/02/2026 00:00
174,Ar Condicionado 4BTUs Electrolux,Eletrodomésticos,Electrolux,"4316,96",419,2025-03-28
544,Guarda-roupa 2 portas Móveis Bento,MOVEIS,Móveis Bento,1293.72,-5,11/06/2026 00:00
542,Fone de Ouvido Bluetooth 65 Multilaser,ELETRONICOS,Multilaser,5411.8,407,2026-06-16
231,Micro-ondas 12L Brastemp,ELETRODOMESTICOS,Brastemp,5475.54,,2023-10-12
356,Soundbar 32 Philips,Eletrônicos,Philips,7976.48,-1,18/09/2025
181,Caixa de Som 32W Sony,EletrÃ´nicos,Sony,5480.22,-5,2023-07-21T00:00:00
380,Guarda-roupa 1 portas Artely,Móveis,Artely,8123.76,140,15/02/2025
144,Soundbar 512 LG,EletrÃ´nicos,LG,8904.68,-5,2024/09/25
321,SofÃ¡ 1 lugares GenÃ©rico,MOVEIS,Genérico,"1440,05",,10/11/2025 00:00
67,Guarda-roupa 6 portas Rudnick,moveis,Rudnick,8688.72,346,23-12-2025
105,Máquina de Lavar 65Kg Samsung,eletrodomesticos,Samsung,7321.28,177,2024-06-17
417,Fone de Ouvido Bluetooth 2 AOC,EletrÃ´nicos,AOC,3581.67,,2026-04-23
390,Tapete 32x3 Genérico,Decoração,Genérico,"8614,27",,2024/02/17
194,Máquina de Lavar 50Kg Brastemp,eletrodomesticos,Brastemp,6711.13,474,2024-09-12T00:00:00
473,Sofá 65 lugares Artely,Móveis,Artely,"R$ 5.185,82",-5,2023-09-26
102,Vaso Decorativo 3 Kappesberg,DecoraÃ§Ã£o,Kappesberg,5452.38,169,2023-10-07
212,Geladeira Frost Free 8L Electrolux,ELETRODOMESTICOS,Electrolux,1965.95,-1,12-11-2025
86,Notebook 50pol Positivo,informatica,Positivo,5542.81,-5,2025-07-15T00:00:00
382,Smart TV 55pol Multilaser,Eletrônicos,Multilaser,667.09,-5,07/09/2024 00:00
438,Guarda-roupa 128 portas Politorno,moveis,Politorno,8007.93,,06/29/2024
534,Tapete 256x1 Trinity,Decoração,Trinity,2311.49,,2026-02-14T00:00:00
314,Caixa de Som 128W AOC,ELETRONICOS,AOC,"R$ 4.515,93",-5,29/07/2025
297,Fone de Ouvido Bluetooth 3 Multilaser,EletrÃ´nicos,Multilaser,"563,12",487,17/03/2026 00:00
18,Cama Box Casal 1 Madesa,moveis,Madesa,"R$ 7.225,25",-5,0000-00-00
572,Caixa de Som 4W AOC,Eletrônicos,AOC,2820.12,36,12/31/2024
271,Micro-ondas 4L LG,ELETRODOMESTICOS,LG,3993.75,-5,07/23/2023
134,Micro-ondas 6L Consul,ELETRODOMESTICOS,Consul,135.9,182,0000-00-00
405,Luminária de Mesa 2 Trinity,decoracao,Trinity,"6509,1",,2024-01-20
78,Geladeira Frost Free 8L Brastemp,eletrodomesticos,Brastemp,"R$ 5.264,75",-1,2025/08/02
165,Rack para TV 50 Artely,MOVEIS,Artely,1110.44,351,2026-03-20T00:00:00
391,Soundbar 50 Multilaser,Eletrônicos,Multilaser,"R$ 5.697,54",-1,2024-11-29
378,Geladeira Frost Free 12L Electrolux,ELETRODOMESTICOS,Electrolux,7370.94,-1,2026/02/24
211,Smart TV 65pol Sony,ELETRONICOS,Sony,3893.18,89,2024/12/21
439,Soundbar 128 Multilaser,Eletrônicos,Multilaser,554.75,-5,2026-05-27
583,Máquina de Lavar 4Kg Consul,Eletrodomésticos,Consul,5446.00,-1,10/07/2025 00:00
436,Guarda-roupa 55 portas MÃ³veis Bento,Móveis,Móveis Bento,"R$ 5.874,47",,2023-08-27T00:00:00
571,Quadro Decorativo 55 Casa Store,Decoração,Casa Store,"R$ 6.523,74",-5,07/12/2025
470,Tapete 40x2 Kappesberg,decoracao,Kappesberg,1950.39,-1,
466,Tapete 2x2 Casa Store,decoracao,Casa Store,1797.89,214,25-08-2023
442,Vaso Decorativo 3 Genérico,decoracao,Genérico,6948.29,482,27-12-2024
156,Micro-ondas 512L LG,ELETRODOMESTICOS,LG,7635.44,-5,2025-10-31T00:00:00
455,Teclado Mecânico 65 Samsung,informatica,Samsung,"R$ 8.701,24",474,11/26/2025
492,Máquina de Lavar 8Kg LG,eletrodomesticos,LG,"2632,18",,03/29/2024
587,Mesa de jantar 1 lugares Genérico,MOVEIS,Genérico,"R$ 5.094,37",309,13/02/2024 00:00
446,Micro-ondas 512L Brastemp,eletrodomesticos,Brastemp,6281.19,-1,2026/03/27
114,Máquina de Lavar 40Kg Samsung,ELETRODOMESTICOS,Samsung,3332.12,-1,15/02/2025 00:00
332,Sofá 1 lugares Rudnick,moveis,Rudnick,4156.1,,03-04-2026
132,Geladeira Frost Free 256L Consul,ELETRODOMESTICOS,Consul,"R$ 448,16",238,2024-08-14T00:00:00
522,Fone de Ouvido Bluetooth 256 Samsung,eletronicos,Samsung,"R$ 719,37",,0000-00-00
58,Micro-ondas 65L Consul,eletrodomesticos,Consul,753.6,,27/10/2023
206,Ar Condicionado 256BTUs Consul,eletrodomesticos,Consul,"84,93",,
234,Vaso Decorativo 256 Kappesberg,DecoraÃ§Ã£o,Kappesberg,"7626,43",429,2025/01/04
556,Cama Box Casal 6 GenÃ©rico,MÃ³veis,Genérico,8836.55,,28/12/2025
60,Soundbar 12 Sony,Eletrônicos,Sony,3775.67,-1,2023-09-03
555,Geladeira Frost Free 6L Consul,eletrodomesticos,Consul,"R$ 823,80",,23-08-2024
188,Soundbar 2 LG,EletrÃ´nicos,LG,1334.56,107,
182,Máquina de Lavar 1Kg Samsung,Eletrodomésticos,Samsung,"2727,77",289,2025-07-05
425,SSD 512GB Positivo,Informática,Positivo,"R$ 6.226,17",136,02/04/2024 00:00
585,Fone de Ouvido Bluetooth 128 Philips,Eletronicos,Philips,7511.57,338,11-11-2024
597,Soundbar 65 Multilaser,Eletronicos,Multilaser,2131.69,-5,27-12-2025
70,Monitor 256pol Dell,Informática,Dell,5659.46,296,25/10/2023 00:00
485,Fone de Ouvido Bluetooth 3 Philips,Eletrônicos,Philips,5491.6,-5,2023-09-11T00:00:00
80,Estante 4 prateleiras Rudnick,MÃ³veis,Rudnick,"R$ 3.033,18",,2023-10-19
584,Estante 32 prateleiras Madesa,Móveis,Madesa,8114.07,4,2024-11-07
295,Quadro Decorativo 6 Genérico,DECORACAO,Genérico,"R$ 7.632,86",-1,
595,Fone de Ouvido Bluetooth 32 AOC,eletronicos,AOC,8864.67,391,08-11-2025
324,Luminária de Mesa 512 Genérico,decoracao,Genérico,8759.99,314,28/01/2025
323,Caixa de Som 55W Sony,ELETRONICOS,Sony,7290.96,,04/04/2026 00:00
482,Máquina de Lavar 2Kg LG,ELETRODOMESTICOS,LG,7757.77,-1,20/08/2025 00:00
418,Mesa de jantar 65 lugares Móveis Bento,Moveis,Móveis Bento,8829.24,,31/01/2024
506,Quadro Decorativo 12 Kappesberg,DECORACAO,Kappesberg,5134.87,,2025-03-18
119,Monitor 6pol Acer,INFORMATICA,Acer,"579,82",177,06/05/2024
264,Monitor 128pol Dell,informatica,Dell,4497.3,-1,2024-10-12
62,Teclado MecÃ¢nico 8 Samsung,informatica,Samsung,7203.86,,2023/12/13
336,Caixa de Som 6W AOC,EletrÃ´nicos,AOC,5882.53,-1,22/05/2026 00:00
7,Luminária de Mesa 512 Trinity,decoracao,Trinity,"R$ 4.075,51",310,01/05/2025
302,Guarda-roupa 4 portas Artely,Móveis,Artely,"5685,89",380,2026/02/25
41,Soundbar 4 AOC,Eletrônicos,AOC,4206.66,-5,2023-11-22T00:00:00
561,SSD 128GB Samsung,informatica,Samsung,7765.31,-5,2024-11-15
369,Guarda-roupa 50 portas Artely,Móveis,Artely,6793.32,,2026-04-28
203,Estante 65 prateleiras Móveis Bento,Móveis,Móveis Bento,"R$ 2.020,50",-5,03/04/2025 00:00
246,Estante 65 prateleiras Genérico,moveis,Genérico,1576.47,-1,16-05-2026
351,Soundbar 3 Multilaser,Eletronicos,Multilaser,419.43,-1,2026/02/02
20,Geladeira Frost Free 65L Consul,Eletrodomésticos,Consul,,-5,2024-05-17
96,Vaso Decorativo 55 Genérico,Decoração,Genérico,8418.43,,29-05-2025
364,Sofá 3 lugares Politorno,Moveis,Politorno,"8598,03",215,2024-12-11
306,Vaso Decorativo 8 Casa Store,DecoraÃ§Ã£o,Casa Store,"R$ 404,91",156,0000-00-00
116,Micro-ondas 4L Samsung,Eletrodomésticos,Samsung,,65,2023-12-20
138,Teclado Mecânico 12 Dell,INFORMATICA,Dell,825.32,-1,07/02/2026 00:00
1,Smart TV 6pol Philips,Eletrônicos,Philips,"R$ 280,54",1,
330,Soundbar 4 Philips,Eletronicos,Philips,6112.05,,2024-09-01T00:00:00
126,Mesa de jantar 12 lugares Móveis Bento,Móveis,Móveis Bento,5788.17,-1,08/09/2025 00:00
505,Teclado Mecânico 128 Multilaser,informatica,Multilaser,"8804,95",,12/29/2025
318,Estante 65 prateleiras Genérico,MOVEIS,Genérico,3133.82,-1,13/09/2024
236,Guarda-roupa 50 portas GenÃ©rico,MOVEIS,Genérico,5939.19,-5,08/05/2025
483,Micro-ondas 6L Electrolux,Eletrodomésticos,Electrolux,"5307,18",,2024-08-25T00:00:00
223,Fone de Ouvido Bluetooth 50 Sony,EletrÃ´nicos,Sony,5404.63,-1,31/10/2023 00:00
280,Sofá 40 lugares Artely,Moveis,Artely,3217.31,,02-01-2026
528,Geladeira Frost Free 32L LG,eletrodomesticos,LG,"3234,16",,2024-12-21
84,Luminária de Mesa 32 Trinity,DecoraÃ§Ã£o,Trinity,6556.37,-5,0000-00-00
9,Quadro Decorativo 256 Casa Store,DECORACAO,Casa Store,"R$ 4.633,11",,2024/07/04
216,Ar Condicionado 65BTUs Consul,eletrodomesticos,Consul,"89,96",187,03/20/2026
311,Máquina de Lavar 55Kg Consul,Eletrodomésticos,Consul,"R$ 2.243,62",,01-09-2023
458,Máquina de Lavar 6Kg Consul,eletrodomesticos,Consul,6180.47,,12/31/2025
54,Sofá 40 lugares Genérico,Moveis,Genérico,"R$ 7.814,46",-1,2025-04-21
394,Vaso Decorativo 1 Trinity,Decoração,Trinity,1690.65,-1,0000-00-00
91,Smart TV 512pol LG,Eletrônicos,LG,8901.31,-1,24/12/2025
373,Quadro Decorativo 6 Trinity,DECORACAO,Trinity,8053.77,,20-01-2026
427,Notebook 65pol Samsung,INFORMATICA,Samsung,6508.2,-1,01/06/2024
166,Monitor 50pol Acer,Informática,Acer,5392.35,-1,12-09-2023
453,Sofá 2 lugares Artely,moveis,Artely,6453.89,-1,23-04-2026
600,Notebook 1pol Multilaser,Informática,Multilaser,5161.56,-5,2026/05/17
489,Caixa de Som 65W Sony,EletrÃ´nicos,Sony,"R$ 3.613,33",-5,30/01/2026
88,Cama Box Casal 3 Politorno,Móveis,Politorno,6683.25,382,01-09-2023
426,Vaso Decorativo 50 Genérico,DECORACAO,Genérico,2069.74,,06/25/2024
193,Soundbar 2 Samsung,eletronicos,Samsung,3828.94,-5,2025-08-16T00:00:00
530,Fone de Ouvido Bluetooth 512 LG,ELETRONICOS,LG,"7484,86",,01/01/2025
459,Notebook 4pol Multilaser,INFORMATICA,Multilaser,2096.17,-1,03/14/2026
214,Notebook 6pol Dell,INFORMATICA,Dell,4511.1,-1,10/08/2025 00:00
220,Tapete 2x3 Casa Store,DECORACAO,Casa Store,5770.9,-5,26/07/2024
21,Mesa de jantar 65 lugares Artely,Moveis,Artely,,-1,09-11-2025
498,Luminária de Mesa 4 Trinity,DECORACAO,Trinity,"R$ 3.227,95",-1,29/12/2023
599,Ar Condicionado 128BTUs LG,ELETRODOMESTICOS,LG,960.33,96,2026/02/23
285,Caixa de Som 12W AOC,eletronicos,AOC,"R$ 668,30",-5,03/25/2026
403,Micro-ondas 32L Samsung,Eletrodomésticos,Samsung,6309.49,254,08/03/2025 00:00
12,Quadro Decorativo 8 Casa Store,DecoraÃ§Ã£o,Casa Store,"R$ 8.385,75",,02/16/2025
476,Teclado Mecânico 8 Samsung,informatica,Samsung,2832.76,-1,2025-04-24
590,Vaso Decorativo 256 Trinity,decoracao,Trinity,3249.66,,05/22/2026
558,Fone de Ouvido Bluetooth 256 Multilaser,Eletronicos,Multilaser,"1143,36",-1,2025-11-08
150,Teclado Mecânico 40 Lenovo,Informática,Lenovo,"914,49",417,12/08/2023
344,Ar Condicionado 12BTUs LG,Eletrodomésticos,LG,"R$ 4.306,49",-1,2026-04-18T00:00:00
298,Fone de Ouvido Bluetooth 2 Multilaser,ELETRONICOS,Multilaser,8644.42,452,2025-03-25T00:00:00
487,Monitor 32pol Lenovo,informatica,Lenovo,2374.67,-1,05/08/2024
303,Rack para TV 6 Artely,Móveis,Artely,7306.32,424,28/10/2024
11,Micro-ondas 55L Electrolux,Eletrodomésticos,Electrolux,"R$ 8.556,94",-1,27/02/2026 00:00
423,Vaso Decorativo 6 Genérico,DECORACAO,Genérico,7281.51,17,01/12/2025
415,Smart TV 65pol Sony,ELETRONICOS,Sony,5448.63,,2025-11-29T00:00:00
204,Máquina de Lavar 1Kg Brastemp,eletrodomesticos,Brastemp,5209.42,-1,01/20/2026
331,Soundbar 55 Samsung,EletrÃ´nicos,Samsung,8411.34,-1,2024-10-02
176,Monitor 3pol Lenovo,informatica,Lenovo,"1379,59",-1,23/06/2025 00:00
511,Tapete 512x2 Casa Store,DECORACAO,Casa Store,"6753,91",,0000-00-00
187,Caixa de Som 3W Sony,ELETRONICOS,Sony,6551.09,,
395,Micro-ondas 3L Electrolux,eletrodomesticos,Electrolux,7965.62,,2024/06/04
22,Luminária de Mesa 55 Kappesberg,DecoraÃ§Ã£o,Kappesberg,"R$ 1.920,26",-5,2025-09-02
63,Quadro Decorativo 12 Trinity,decoracao,Trinity,8805.42,,
100,Micro-ondas 12L Electrolux,Eletrodomésticos,Electrolux,6538.44,-1,2023-10-24
525,Soundbar 12 Samsung,Eletrônicos,Samsung,3063.05,-5,14-12-2023
256,Guarda-roupa 12 portas Artely,MÃ³veis,Artely,2287.42,-5,27/02/2026
310,Smart TV 50pol Sony,eletronicos,Sony,4226.02,168,05/12/2025
508,Máquina de Lavar 12Kg Samsung,eletrodomesticos,Samsung,"R$ 1.936,04",242,05/08/2023 00:00
46,Mesa de jantar 8 lugares Madesa,MÃ³veis,Madesa,"3941,22",-1,2026-05-12
464,Smart TV 65pol AOC,ELETRONICOS,AOC,731.38,-1,23-08-2024
260,Vaso Decorativo 50 Kappesberg,decoracao,Kappesberg,7416.64,,30/05/2025
419,Notebook 256pol Samsung,INFORMATICA,Samsung,"R$ 3.261,90",-1,04-10-2024
432,Monitor 8pol Multilaser,INFORMATICA,Multilaser,"R$ 8.048,51",-5,2025/10/23
137,Rack para TV 4 Artely,Moveis,Artely,"R$ 1.220,03",-1,2025-11-08
230,SSD 40GB Acer,informatica,Acer,"372,46",-5,
129,Caixa de Som 128W Sony,eletronicos,Sony,"R$ 3.717,27",-1,2024/08/09
354,Micro-ondas 40L Consul,eletrodomesticos,Consul,,-5,30/11/2024 00:00
519,Máquina de Lavar 12Kg Consul,Eletrodomésticos,Consul,6308.59,-5,10/01/2026
104,Vaso Decorativo 40 Trinity,Decoração,Trinity,1931.49,-5,01/22/2025
75,Cama Box Casal 65 Politorno,Moveis,Politorno,744.8,-5,2025-03-12
109,Tapete 8x2 Trinity,DecoraÃ§Ã£o,Trinity,"4199,57",-5,28/09/2025
217,SSD 3GB Dell,INFORMATICA,Dell,"3397,7",-5,2024/01/03
237,Vaso Decorativo 32 Genérico,Decoração,Genérico,"R$ 2.385,14",,2023/08/01
38,Vaso Decorativo 3 Genérico,Decoração,Genérico,"R$ 1.453,80",,19/04/2026
564,Quadro Decorativo 4 Casa Store,DecoraÃ§Ã£o,Casa Store,"R$ 900,87",-5,07/28/2025
253,Rack para TV 6 Móveis Bento,moveis,Móveis Bento,"8924,99",,12-08-2023
14,Notebook 512pol Dell,INFORMATICA,Dell,"2739,76",-1,10/12/2023
51,Micro-ondas 50L Consul,Eletrodomésticos,Consul,7251.14,,08/21/2024
289,Ar Condicionado 50BTUs LG,eletrodomesticos,LG,4068.01,-5,2023-07-27T00:00:00
393,Fone de Ouvido Bluetooth 256 Samsung,Eletrônicos,Samsung,,-5,2024-05-12T00:00:00
537,Vaso Decorativo 256 Trinity,DecoraÃ§Ã£o,Trinity,3704.52,-1,11/05/2024
147,Cama Box Casal 1 Artely,MÃ³veis,Artely,"R$ 2.401,72",-1,17-06-2024
367,Quadro Decorativo 32 Trinity,DecoraÃ§Ã£o,Trinity,7619.36,-1,10-12-2025
410,Tapete 65x2 Trinity,DECORACAO,Trinity,3884.71,412,2024-05-28
363,Smart TV 128pol Samsung,Eletronicos,Samsung,5202.43,,13/10/2025
103,Ar Condicionado 4BTUs LG,ELETRODOMESTICOS,LG,5266.83,-5,06/03/2024
334,Máquina de Lavar 8Kg LG,Eletrodomésticos,LG,"4580,92",-1,2024-10-07T00:00:00
32,Luminária de Mesa 256 Genérico,DecoraÃ§Ã£o,Genérico,8806.89,,2023-09-15T00:00:00
15,Tapete 55x2 Trinity,DECORACAO,Trinity,"R$ 5.443,83",-5,2024/10/27
179,Smart TV 3pol Philips,EletrÃ´nicos,Philips,"7320,79",-1,11-06-2026
142,Estante 55 prateleiras Rudnick,MÃ³veis,Rudnick,7337.1,-1,06/11/2023
201,Geladeira Frost Free 32L Electrolux,eletrodomesticos,Electrolux,"R$ 4.300,11",164,11/28/2025
469,Soundbar 40 Philips,EletrÃ´nicos,Philips,"2297,26",395,2025-09-18
480,Caixa de Som 32W LG,ELETRONICOS,LG,"R$ 5.537,22",-1,2026/04/10
319,Monitor 12pol Lenovo,INFORMATICA,Lenovo,"7262,02",-5,09/17/2024
406,Fone de Ouvido Bluetooth 1 Sony,Eletronicos,Sony,"R$ 4.805,01",,08/07/2025
239,Notebook 3pol Samsung,informatica,Samsung,2112.68,-1,2025-02-08
98,Vaso Decorativo 32 Casa Store,DECORACAO,Casa Store,5104.3,226,07/09/2026
359,Smart TV 55pol Samsung,Eletronicos,Samsung,5565.62,-1,06/08/2025 00:00
243,Notebook 55pol Multilaser,INFORMATICA,Multilaser,5295.75,-5,2024-12-31T00:00:00
73,Teclado Mecânico 128 Dell,informatica,Dell,5498.11,,
377,Rack para TV 6 Móveis Bento,Móveis,Móveis Bento,7451.63,,2026/02/18
345,Notebook 12pol Multilaser,informatica,Multilaser,"R$ 8.230,04",-1,28/03/2025
526,Sofá 12 lugares Rudnick,MOVEIS,Rudnick,3243.1,-5,21/06/2025 00:00
262,LuminÃ¡ria de Mesa 55 GenÃ©rico,decoracao,Genérico,1474.0,-5,2025-02-18T00:00:00
309,SSD 2GB Dell,INFORMATICA,Dell,"R$ 6.369,58",366,2025-09-29T00:00:00
552,Guarda-roupa 12 portas Politorno,MÃ³veis,Politorno,"R$ 2.005,04",43,2025-02-11
71,Quadro Decorativo 256 Casa Store,DecoraÃ§Ã£o,Casa Store,8856.47,-5,18/03/2025 00:00
106,Geladeira Frost Free 3L Samsung,eletrodomesticos,Samsung,"R$ 4.781,03",-1,09/03/2026 00:00
449,Máquina de Lavar 4Kg Consul,Eletrodomésticos,Consul,951.26,,22/05/2025 00:00
379,Tapete 40x1 Casa Store,DecoraÃ§Ã£o,Casa Store,349.47,-5,2026/06/19
535,Tapete 4x2 Casa Store,DECORACAO,Casa Store,"R$ 8.396,33",,03-07-2024
140,Soundbar 55 Philips,ELETRONICOS,Philips,1055.75,,2023/07/17
456,Notebook 40pol Dell,Informática,Dell,3877.69,-5,2025/12/26
6,Estante 40 prateleiras Artely,MOVEIS,Artely,"R$ 3.233,42",-5,09/18/2025
596,Guarda-roupa 40 portas Móveis Bento,moveis,Móveis Bento,"R$ 4.819,79",,11/07/2026
516,Máquina de Lavar 512Kg Brastemp,Eletrodomésticos,Brastemp,"R$ 4.338,73",,10/05/2026 00:00
128,Soundbar 32 LG,eletronicos,LG,"R$ 4.469,38",268,08/04/2024
265,Luminária de Mesa 512 Trinity,decoracao,Trinity,"6719,51",-5,14-01-2025
348,Ar Condicionado 6BTUs Samsung,Eletrodomésticos,Samsung,471.8,-5,
200,Luminária de Mesa 256 Casa Store,DECORACAO,Casa Store,6327.5,-1,2025-08-14T00:00:00
362,Caixa de Som 3W AOC,Eletrônicos,AOC,5707.9,-1,11/29/2025
481,Sofá 40 lugares Artely,moveis,Artely,2142.62,,2025-04-19T00:00:00
486,Rack para TV 12 Genérico,MOVEIS,Genérico,,-1,2024-04-19T00:00:00
34,Máquina de Lavar 40Kg LG,eletrodomesticos,LG,"R$ 8.752,91",,04/05/2025
